id	mimNumber	preferredTitle	growthExists	growthHeightExists	growWeightExists	growthOtherExists	headAndNeckExists	headAndNeckHeadExists	headAndNeckFaceExists	headAndNeckEarsExists	headAndNeckEyesExists	headAndNeckNoseExists	headAndNeckMouthExists	headAndNeckTeethExists	headAndNeckNeckExists	respiratoryExists	respiratoryNasopharynxExists	respiratoryLarynxExists	respiratoryAirwaysExists	respiratoryLungExists	chestExists	chestExternalFeuturesExists	chestRibsSternumClaviclesAndScapulaeExists	chestBreastExists	chestDiaphragmExists	genitourinaryExists	genitourinaryExternalGenitaliaMaleExists	genitourinaryExternalGenitaliaFemaleExists	genitourinaryInternalGenitaliaMaleExists	genitourinaryInternalGenitaliaFemaleExists	genitourinaryKidneysExists	genitourinaryUretersExists	genitourinaryBladderExists	skeletalExists	skeletalSkullExists	skeletalSpineExists	skeletalPelvisExists	skeletalLimbsExists	skeletalHandsExists	skeletalFeetExists	skinNailsHairExists	skinNailsHairSkinExists	skinNailsHairSkinHistologyExists	skinNailsHairSkinElectronMicroscopyExists	skinNailsHairNailsExists	skinNailsHairHairExists	muscleSoftTissueExists	abdomenExists	abdomenExternalFeaturesExists	abdomenLiverExists	abdomenPancreasExists	abdomenBiliaryTractExists	abdomenGastrointestinalExists	abdomenSpleenExists	voiceExists	metabolicFeaturesExists	endocrineFeaturesExists	hematologyExists	immunologyExists	neoplasiaExists	prenatalManifestationsExists	prenatalManifestationsMovementExists	prenatalManifestationsAmnioticFluidExists	prenatalManifestationsPlacentaAndUmbilicalCordExists	prenatalManifestationsMaternalExists	prenatalManifestationsDeliveryExists	laboratoryAbnormalitiesExists	miscellaneousExists	molecularBasisExists	neurologicExists	neurologicCentralNervousSystemExists	neurologicPeripheralNervousSystemExists	neurologicBehavioralPsychiatricManifestationsExists	Sympton	Disease
1614	616229	"OSTEOGENESIS IMPERFECTA, TYPE XVI; OI16"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Small for gestational age   Beaded ribs   ; Callus formation Soft calvarial bones ; Widely open fontanels Multiple fractures of extremities (may occur in utero) ; Accordion-like broadened appearance of tubular bones ; Bowing of upper extremities ; Bowing of lower extremities   Onset in utero  ; Heterozygotes exhibit blue sclerae and soft velvety skin ; Heterozygotes may also exhibit small joint hypermobility or conductive hearing loss ; Based on report of 1 family (last curated February 2015) Contiguous gene syndrome caused by deletion of 91.3kb on chromosome 11p11.2 involving the CREB3L1 () and DGKZ () genes"	Yes
1615	616507	"OSTEOGENESIS IMPERFECTA, TYPE XVII; OI17"	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Short stature, variableNormal hearing  White to slightly gray scleraeNormal teeth  Osteoporosis    Generalized platyspondyly; Vertebral compression fractures   ; Scoliosis   Joint hyperlaxity ; Long bone deformities (in some patients)Thin metacarpal cortices  Soft skin  Muscle hypotonia   ; Muscle weakness   ; Decreased muscle mass  Normal serum biochemistryFirst fracture in early childhood; Assisted ambulation or wheelchair-dependent; Based on report of 2 unrelated girls (last curated August 2015)Caused by mutation in the cysteine-rich acidic secreted-protein gene (SPARC, )Intraventricular hemorrhage (in some patients); Speech delay   ; Motor delay  "	Yes
1616	166260	"GNATHODIAPHYSEAL DYSPLASIA; GDD"	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Face deformity due to enlarged jaw bones Jaw infection (osteomyelitis) Osteopenia   ; Bone fragility  ; Jaw lesions show fibroblasts in fibrous stromal tissue Cemento-osseous lesions (maxilla and mandible) Leg bowing    ; Diaphyseal bowing (radius, ulnae, tibiae, fibula)  ; Diaphyseal cortical sclerosis  Onset in first or second decade Caused by mutation in the anoctamin 5 gene gene (ANO5, )"	Yes
1617	166300	"MULTICENTRIC CARPOTARSAL OSTEOLYSIS SYNDROME; MCTO"	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	"Maxillary hypoplasia   ; Micrognathia    Exophthalmos     Nephropathy    ; Hypertension  ; Renal failure  Osteopenia   Ulnar deviation of hands   ; Wrist swelling  ; Wrist arthralgia   ; Carpal bone osteolysis  ; Metacarpal osteolysis  Pes cavus     ; Ankle swelling   ; Ankle arthralgia  ; Tarsal bone osteolysis  ; Metatarsal osteolysis  Ankle swelling   ; Wrist swelling  Proteinuria  Onset in infancy-early childhood Caused by mutation in the v-MAF musculoaponeurotic fibrosarcoma oncogene family, protein B gene (MAFB, )"	Yes
1618	166350	"OSSEOUS HETEROPLASIA, PROGRESSIVE; POH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Heterotopic bone formation in dermis and subcutaneous fat ; Joint ankylosis    Growth retardation of affected limbs due to heterotopic bone formation Dermal ossification (osteoma cutis) ; Subcutaneous papules in infancy Heterotopic bone formation in subcutaneous fat Onset in infancy or childhood ; Progressive disorder  ; Variable severity and progression ; Caused by paternally-inherited inactivating GNAS1 mutations Caused by mutation in the alpha-stimulatory subunit of the guanine nucleotide-binding protein gene (GNAS1, )"	Yes
1619	166600	"OSTEOPETROSIS, AUTOSOMAL DOMINANT 2; OPTA2"	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	"Facial nerve palsy     Vision loss, severe, beginning in childhood (12 of 62 patients) Osteosclerosis, diffuse symmetrical  ; Increased long bone fracture rate (75% of patients)  ; Multiple fractures   Pronounced skull base sclerosis ; Mandibular osteomyelitis   'Rugger-Jersey' spine (vertebral endplate thickening) Endobones (bone within bone) ; Hip osteoarthritis    Bone marrow failure (in some patients)  Elevated serum acid phosphatase  Onset in childhood ; Progressive sclerosis with age ; 20-40% patients are asymptomatic ; Genetic heterogeneity (see ) ; See recessive form OPTB4 ()Caused by mutation in the chloride channel 7 gene (CLCN7, )Facial palsy due to cranial nerve VII compression "	Yes
1620	259700	"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1; OPTB1"	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Macrocephaly    Frontal bossing    ; Facial paralysis    Deafness   Blindness  ; Extraocular muscle paralysis  ; Nystagmus  ; Optic atrophy     Dental caries     ; Distorted primary molars Osteomyelitis     ; Uniformly dense skeleton ; Pathologic fractures     ; Bone-within-bone appearance Thick, dense skull ; Narrowness of neural and vascular foramina Sandwich appearance of vertebral bodies  Coxa vara   Splayed metaphyses  Hepatomegaly     Splenomegaly     Pancytopenia     ; Anemia  Low serum calcium ; Elevated serum phosphorus ; Elevated alkaline phosphatase  Genetic heterogeneity (see ) Caused by mutation in the T-cell immune regulator 1 gene (TCIRG1, )Hydrocephalus  ; Seizures (tetany)  ; Cranial nerve palsies   "	Yes
1621	607634	"OSTEOPETROSIS, AUTOSOMAL DOMINANT 1; OPTA1"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Conductive hearing loss     Diffuse, symmetrical osteosclerosis  ; No increased fracture rate Pronounced calvarial sclerosis ; Thickened cranial vault  No 'rugger-jersey spine' ; Variable sclerosis No endobones Normal serum acid phosphatase  Allelic to osteoporosis-pseudoglioma syndrome (), van Buchem type 2 (), high bone mass (), autosomal dominant endosteal hyperostosis (); Progressive sclerosis with age ; Genetic heterogeneity (see ) Caused by mutation in the low-density lipoprotein receptor-related protein 5 gene (LRP5, )Headache  "	Yes
1622	615085	"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8; OPTB8"	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	"Failure to thrive    Macrocephaly    ; Open fontanel ; Frontal bossing    Facial nerve palsy     Narrowed auditory canal ; Sclerosis of semicircular canals Vision loss, unilateral or bilateral ; Optic nerve atrophy     Dense bones ; Narrowed medullary space due to encroachment of cortical bone Macrocephaly    ; Open fontanel ; Narrow optic canal ; Narrow auditory canal ; Sclerosis of semicircular canals ; Fully ossified ethmoid air cells ; Fully ossified sphenoid sinuses Hepatomegaly     Feeding problems    Splenomegaly     Anemia  ; Thrombocytopenia     Elevated lactate dehydrogenase Caused by mutation in the sorting nexin 10 gene (SNX10, )"	Yes
1623	166700	"BUSCHKE-OLLENDORFF SYNDROME; BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Osteopoikilosis ('spotted bones') typically located in epiphyses and metaphyses of long bones, wrist, foot, ankle, pelvis, and scapula ; Stiff joints   ; Osteosclerosis    ; Melorheostosis, typically affect diaphyses (less common) Subcutaneous nontender firm nodules ; Subcutaneous connective tissue nevi ; Elastin-rich connective tissue nevi (elastoma) ; Collagen-rich connective tissue nevi (dermatofibrosis lenticularis disseminata) Variable expression ; Skin changes have onset in childhood ; Bone changes tend to develop after first decade Caused by mutation in the LEM domain-containing-3 gene (LEMD3, )"	Yes
1624	166750	"OTODENTAL DYSPLASIA"	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	"Long face   ; Full-cheek appearance ; Long philtrum   Hearing loss, sensorineural (high frequency)  Coloboma (in some patients with larger microdeletion)  Anteverted nostrils   Large, bulbous crowns of primary and secondary canines and molars (globodontia)  ; Double pulp chambers ; Pulp stones    ; Ankylosis of primary molars ; Taurodontia    ; Enamel defects ; Absence of teeth, variable (primarily the first and second premolars) Microdeletion of chromosome 11q13 (43-490kb) Coloboma is associated with larger microdeletion (490kb) of 11q13 Contiguous gene deletion syndrome caused by microdeletion (43-490kb) of chromosome 11q13 "	Yes
1625	259100	"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1; PHOAR1"	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	"Marfanoid habitus  Coarse facial features  ; Furrowing of the forehead ; Prominent facial folds Ptosis    ; Thickened eyelids High-arched palate    Long clavicles   Arthralgia     ; Arthritis    ; Swollen joints  ; Decreased joint mobility  ; Osteopenia   ; Osteoporosis    Thickened calvarium  ; Delayed closure of the fontanels  ; Wormian bones   Periosteal bone formation  ; Subperiosteal ossification ; Acroosteolysis   ; Expanded diaphyses ; Expanded metaphyses ; Knee joint effusion   Enlargement of the hands ; Digital clubbing   Enlargement of the feet  ; Digital clubbing   Pachydermia  ; Thickened, furrowed skin ; Oily skin  ; Seborrhea     ; Hyperhidrosis   ; Flushing ; Redundant skin   ; Palmoplantar hyperkeratosis    ; Eczema    Turtle-backed nails ; Digital clubbing   Increased urinary prostaglandin E2 Onset at birth  ; Exacerbation at puberty ; Male to female ratio of 7:1 ; Males are more severely affected than females Caused by mutation in the 15-alpha-hydroxyprostaglandin dehydrogenase gene (HPGD, )."	Yes
1626	614441	"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2; PHOAR2"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	"Progressive thickening and furrowing of facial skin Periostosis  ; Arthralgia     Swelling of knees  ; Periosteal hyperostosis of knee ; Patellar sclerosis ; Sclerosis of distal femur ; Sclerosis of distal tibiofibular joint Loss of normal tabulation of metacarpals and phalanges ; Cortical thickening of metacarpals and proximal and middle phalanges ; Digital clubbing   Cortical thickening and acroosteolysis ; Digital clubbing   Thick facial skin ; Furrowed facial skin Elevated urinary PGE(2) levels ; Relatively low urinary PGE-M levels Manifestations present in second decade of life ; Mild features such as digital clubbing may be apparent in older heterozygotes Caused by mutation in the solute carrier organic anion transporter family, member 2A1 gene (SLCO2A1, )"	Yes
1627	167200	"PACHYONYCHIA CONGENITA 1; PC1"	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Oral leukokeratosis Palmoplantar hyperkeratosis    ; Follicular hyperkeratosis   Onychogryposis     Genetic heterogeneity  Caused by mutation in the keratin 16 gene (KRT16, ); Caused by mutation in the keratin 6A gene (KRT6A, )"	Yes
1628	167210	"PACHYONYCHIA CONGENITA 2; PC2"	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Sparse eyebrows   No oral leukoplakia Neonatal teeth    Palmoplantar hyperkeratosis    ; Palmoplantar hyperhidrosis   ; Epidermoid cysts     ; Folliculitis (back, axilla, pubic region) Nail dystrophy    ; Subungual keratosis Dry, sparse scalp hair ; Absent/sparse eyebrows Hoarse voice    Genetic heterogeneity  Caused by mutations in the keratin 6B gene (KRT6B, ); Caused by mutations in the keratin 17 gene (KRT17, )"	Yes
1629	167250	"PAGET DISEASE OF BONE 3; PDB3"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	"Deafness (in some patients)  Increased and disorganized bone remodeling; Mixed regions of osteosclerosis and osteolysis ; Abnormal uptake of radio-labelled bisphosphates in affected sites on bone scan ; Bone pain  ; Deformity or enlargement of bones ; Osteoarthrosis    ; Increased risk of fracturesIncreased alkaline phosphatase  Onset usually after age 40 ; Incomplete age-dependent penetrance; Axial skeleton most commonly affectedCaused by mutation in the sequestosome 1 gene (SQSTM1, )"	Yes
1630	167320	"INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 1; IBMPFD1"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Facial weakness (less common)  Winged scapulae   Paget disease (in 50% of patients) Back pain  ; Lumbar lordosis  Hip pain   Muscle weakness (in 90% of patients)  ; Proximal muscle weakness   ; Shoulder weakness and atrophy ; Limb weakness and atrophy ; Pelvic girdle weakness and atrophy ; Distal muscle atrophy  ; Nonspecific myopathic changes seen on biopsy ; Rimmed vacuoles  ; Inclusion body myopathy ; Difficulty walking up stairs   ; Primary myopathic changes seen on EMG Increased serum creatine kinase  ; Increased serum bone-specific alkaline phosphatase  Mean age at onset of muscle disease is 42 years (range 24-61) ; Mean age at onset of bone disease is 40 years (range 23-65) ; Mean age at onset of dementia is 57 years ; Many patients become wheelchair-bound ; Incomplete penetrance of the 3 main clinical signs, myopathy, dementia, and Paget disease Caused by mutation in the valosin-containing protein gene (VCP, )Gait abnormalities    ; Frontotemporal dementia (in 30% of patients)  ; Dystonia    ; Expressive dysphasia  ; Dystrophic neurites ; Ubiquitin-positive intranuclear neuronal inclusions ; VCP-positive inclusions ; TDP43-positive inclusions ; MRI shows frontal and temporal cortical atrophy "	Yes
1631	167400	"PAROXYSMAL EXTREME PAIN DISORDER"	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	"Mandibular and submandibular pain, episodic, triggered by eating and yawning Lacrimation, episodic ; Ocular pain, episodic Rhinorrhea, episodic Painful micturition (in some patients) Reddish discoloration, episodic, associated with pain ; Skin flushing, episodic, associated with pain Rectal pain, episodic, triggered by defecation Onset in neonatal period or infancy ; Presents with 4 types of painful episodes - (1) Birth crisis, babies are born red and stiff (2) Rectal crisis, triggered by defecation or emotional factors (3) Ocular crisis (4) Mandibular crisis, triggered by eating or yawning ; Attacks tend to decrease with age ; Allelic disorder to primary erythermalgia ()Caused by mutation in the type IX, voltage-gated sodium channel, alpha subunit gene (SCN9A, )Burning pain, episodic ; Autonomic reflex asystolic syncopal events ; Nonepileptic tonic attacks (most common in infants and young children) "	Yes
1632	167755	"PANCREAS, DORSAL, AGENESIS OF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Enlarged pancreatic head ; Absent corpus, tail and uncinate process Diabetes mellitus, susceptibility to "	Yes
1633	167900	"PAPILLOMATOSIS, CONFLUENT AND RETICULATED; CARP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Papillomatosis, reticular on the periphery, 1 to 2-mm growing to 4-5-mm and coalescing ; Papillomatosis, confluent centrally, erythematous turning brown later ; Scaly rash Epidermal undulation ; Hyperkeratosis   ; Squat papillomatosis ; Acanthotic downward projections from areas between the papillae Increased number of transitional cells between the stratum granulosum and stratum corneum Onset in teenage or young adult years ; Mode of inheritance is unclear ; Favorable response to treatment with minocycline or azithromycin "	Yes
1634	168000	"PARAGANGLIOMAS 1; PGL1"	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	"Pulsatile tinnitus (tympanic paraganglioma)  ; Conductive hearing loss (in a subset of patients)  Vocal cord paralysis (caused by tumor impingement)  Diaphoresis (with pheochromocytoma)  Hoarse voice (caused by tumor impingement)  ; Loss of voice     Paragangliomas   ; Multiple tumors in 74% of patients ; Paragangliomas, head and neck (79%)  ; Chemodectomas   ; Carotid body tumors (most common location)  ; Glomus jugular tumors  ; Vagal nerve tumors (glomus vagale)   ; Tympanic nerve tumors (glomus tympanicum)  ; Pheochromocytoma, adrenal (53%)  ; Pheochromocytoma, extraadrenal (21%)  Elevated catecholamines (in patients with pheochromocytoma) Cells of origin are part of the diffuse neuroendocrine system (DNES) ; Adult onset (mean 30 years, range 5-60 years)  ; Maternal imprinting ; Penetrance 86% by 50 years of age ; Signs and symptoms depend on tumor location and activity ; Patients may have head and neck paragangliomas only, adrenal or extraadrenal pheochromocytomas only, or both ; See also PGL2 (), PGL3 (), and PGL4 ()Caused by mutations in the succinate dehydrogenase complex subunit D gene (SDHD, )Headache (with pheochromocytoma)  ; Cranial nerve palsies can arise with head and neck paragangliomas Anxiety (with pheochromocytoma)  "	Yes
1635	168300	"PARAMYOTONIA CONGENITA OF VON EULENBURG; PMC"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Inspiratory stridor in early life Myotonia, cold-sensitive, predominantly of face, tongue, forearm, and hand precipitated by muscle cooling or cold exposure or rest after exercise ; Transient neonatal hypotonia (less common) ; Grip myotonia  ; Percussion myotonia  ; Paradoxical myotonia (myotonia increases with exercise)  ; Muscle stiffness   ; Muscle pain  ; Muscle hypertrophy  ; Muscle weakness after cooling or on warming affected muscle ; Decreased muscle action potential after warming affected muscle ; Episodic weakness may or may not occur independent of myotonia ; Usually no myopathic changes on biopsy ; Potassium sensitivity has been reported Poor feeding in early life Onset in infancy or early childhood ; Some patients may present with transient neonatal hypotonia, and then later develop classic PMC in childhood ; Highly variable phenotype  ; Affected females report aggravation of symptoms during menstrual periods and pregnancy, with alleviation after menopause ; Alcohol may alleviate symptoms ; Patients may have a combination phenotype of PMC and HYPP (see ); Allelic disorder to hyperkalemic periodic paralysis (HYPP, ); Allelic disorder to potassium-aggravated myotonia (); Allelic disorder to hypokalemic periodic paralysis (HOKPP, )Caused by mutation in the alpha-subunit of the type IV voltage-gated sodium channel gene (SCN4A, )"	Yes
1636	168500	"PARIETAL FORAMINA; PFM"	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	"Cleft lip     ; Cleft palate  Symmetrical, oval parietal bone defects  ; Cranium bifidum   Scalp defect  Genetic heterogeneity  ; Parietal foramina-2 (PFM2, ) are caused by mutations in the ALX4 gene (); See also PFM3 on chromosome 4q21-q23 ()Caused by mutation in the homolog of the drosophila muscle segment homeo box-2 gene (MSX2, )Headache  ; Seizures     "	Yes
1637	168600	"PARKINSON DISEASE, LATE-ONSET; PD"	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	"Masked facies  Decreased sense of smell  Urinary urgency     Dysphagia     ; Constipation  Onset mid to late adulthood ; Insidious onset   ; Progressive disorder  ; Levodopa-responsive Parkinsonism   ; Bradykinesia   ; Rigidity  ; Postural instability  ; Resting tremor   ; Micrographia ; Gait disturbances    ; Shuffling gait   ; Dystonia    ; Dysarthria    ; Monotonous speech ; Dysautonomia may occur ; Visual hallucinations may occur ; Dementia may occur ; Sleep disturbances    ; Neuronal loss and gliosis in the substantia nigra pars compacta ; Loss of dopaminergic neurons ; Intracellular Lewy bodies ; Aggregation of SNCA-immunopositive inclusions Depression  "	Yes
1638	168601	"PARKINSON DISEASE 1, AUTOSOMAL DOMINANT; PARK1"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	"Masked facies  Urinary urgency     Dysphagia     Onset mid to late adulthood ; Insidious onset   ; Progressive disorder  ; Levodopa-responsive Caused by mutation in the alpha-synuclein gene (SNCA, )Parkinsonism   ; Bradykinesia   ; Rigidity  ; Postural instability  ; Resting tremor   ; Hypokinesia   ; Micrographia ; Gait disturbances    ; Shuffling gait   ; Dystonia    ; Dysarthria    ; Myoclonus     ; Monotonous speech ; Dysautonomia may occur ; Visual hallucinations may occur ; Cognitive decline   ; Dementia may occur ; Sleep disturbances    ; Neuronal loss and gliosis in the substantia nigra pars compacta ; Loss of dopaminergic neurons ; Intracellular Lewy bodies ; Aggregation of SNCA-immunopositive inclusions Depression  "	Yes
1639	168605	"PERRY SYNDROME"	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	"Vertical gaze palsy   ; Slowing of vertical saccades Hypoventilation, central ; Respiratory insufficiency    Onset in fourth to fifth decade ; Rapid progression  ; Variable response to levodopa treatment ; Central hypoventilation occurs late in the disease and is often fatal ; Variable presentation and manifestations Caused by mutation in the dynactin 1 gene (DCTN1, )Parkinsonism   ; Insomnia  ; Frontotemporal dementia, behavioral variant ; Neuronal loss in the substantia nigra ; Frontal lobe atrophy ; Midbrain atrophy ; TDP43-positive neuronal inclusions ; Dystrophic neurites ; Axonal spheroids ; Glial inclusions Depression  ; Apathy   ; Social withdrawal  ; Dysexecutive behavior ; Inappropriate behavior   "	Yes
1640	168830	"PASSOVOY FACTOR DEFECT"	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	"Epistaxis  Menorrhagia    Easy bruising   Bleeding tendency   ; Normal levels of known coagulation factors Prolonged partial thromboplastin time (PTT)  Variable severity  ; Existence as a distinct entity is not confirmed "	Yes
1641	168860	"PATELLA APLASIA-HYPOPLASIA; PTLAH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Patellar aplasia  ; Patellar hypoplasia  Knee dimple "	Yes
